system   D            wsystem.c:583  maybe_parent_dir                 [   0.00063] Also searching C:\Users\polack-admin\Desktop\Sprite Tester\
display  D   display_settings.c:377  _al_score_display_settings       [   0.02010] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02010] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02011] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02012] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02013] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02014] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02015] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02016] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.02017] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.02018] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.02019] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.02019] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.02020] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.02021] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.02022] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.02023] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.02024] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.02025] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.02025] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.02026] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.02027] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.02028] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02029] Score is : 641
display  D   display_settings.c:191  debug_display_settings           [   0.02030] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02031] Score is : 609
display  D   display_settings.c:191  debug_display_settings           [   0.02031] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02033] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.02033] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 0/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02034] Score is : 641
display  D   display_settings.c:191  debug_display_settings           [   0.02035] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 1/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02036] Score is : 609
display  D   display_settings.c:191  debug_display_settings           [   0.02037] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02038] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.02039] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02040] Score is : 641
display  D   display_settings.c:191  debug_display_settings           [   0.02040] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02041] Score is : 609
display  D   display_settings.c:191  debug_display_settings           [   0.02042] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02043] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.02044] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02045] Score is : 641
display  D   display_settings.c:191  debug_display_settings           [   0.02046] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02047] Score is : 609
display  D   display_settings.c:191  debug_display_settings           [   0.02047] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02048] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.02049] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02050] Score is : 641
display  D   display_settings.c:191  debug_display_settings           [   0.02051] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 1/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02052] Score is : 609
display  D   display_settings.c:191  debug_display_settings           [   0.02052] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02053] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.02054] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02055] Score is : 641
display  D   display_settings.c:191  debug_display_settings           [   0.02058] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02059] Score is : 609
display  D   display_settings.c:191  debug_display_settings           [   0.02059] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02060] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.02062] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 0/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02064] Score is : 641
display  D   display_settings.c:191  debug_display_settings           [   0.02065] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 1/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02066] Score is : 609
display  D   display_settings.c:191  debug_display_settings           [   0.02067] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.02068] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.02069] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02070] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02070] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02071] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02072] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02073] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02074] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02075] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02076] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02077] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02077] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02078] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02079] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02080] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02081] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02082] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02083] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02084] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02085] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02086] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02086] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02087] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02088] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02089] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02090] color: 16 (rgba 5650), depth: 15, stencil: 1, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02091] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02092] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02093] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02094] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02095] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02095] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02096] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02097] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02098] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02099] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02100] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02101] color: 16 (rgba 5650), depth: 32, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02102] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02102] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02103] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02104] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02105] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02106] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02107] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02108] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02109] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02110] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02111] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02111] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02112] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02113] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 0/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02114] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02115] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 1/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02116] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02117] color: 16 (rgba 5650), depth: 24, stencil: 4, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02118] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02119] color: 0 (rgba 0000), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:217  _al_score_display_settings       [   0.02120] Display not compatible with Allegro.
display  D   display_settings.c:191  debug_display_settings           [   0.02120] color: 0 (rgba 0000), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:217  _al_score_display_settings       [   0.02121] Display not compatible with Allegro.
display  D   display_settings.c:191  debug_display_settings           [   0.02122] color: 0 (rgba 0000), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:217  _al_score_display_settings       [   0.02123] Display not compatible with Allegro.
display  D   display_settings.c:191  debug_display_settings           [   0.02124] color: 0 (rgba 0000), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:217  _al_score_display_settings       [   0.02125] Display not compatible with Allegro.
d3d      D         d3d_disp.cpp:1838 d3d_create_display_internals     [   0.02128] Trying format 0 of 188.
d3d      I         d3d_disp.cpp:1516 d3d_display_thread_proc          [   0.02227] Chose a display format: 23
d3d      I         d3d_disp.cpp:1585 d3d_display_thread_proc          [   0.02230] Normal window.
d3d      I         d3d_disp.cpp:992  d3d_create_device                [   0.04061] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:1057 d3d_create_device                [   0.04334] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:1065 d3d_create_device                [   0.04338] Success
d3d      D         d3d_disp.cpp:1861 d3d_create_display_internals     [   0.04343] Resumed after wait.
d3d      I         d3d_disp.cpp:1886 d3d_create_display_internals     [   0.04349] Format 0 succeeded.
dtor     D               dtor.c:184  _al_register_destructor          [   0.04655] added dtor for object 020AFD70, func 510524AA
dtor     D               dtor.c:184  _al_register_destructor          [   0.04694] added dtor for object 020AFE50, func 51052775
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04818] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04821] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04822] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04822] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04823] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04824] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04825] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04825] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.04826] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.04827] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.04828] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.04829] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.04832] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.04893] added dtor for object 040D01D8, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.12539] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.12545] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.12734] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.12739] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12834] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12837] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12838] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12839] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12840] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12841] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12842] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12843] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.12844] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.12845] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.12846] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.12847] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.12848] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12954] added dtor for object 040D5E38, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.14290] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.14294] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.14529] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.14536] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14617] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14619] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14620] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14620] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14621] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14622] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14623] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14624] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.14624] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.14625] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.14626] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.14627] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.14628] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.14647] added dtor for object 040DA188, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.15446] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.15452] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.15734] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.15740] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15799] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15800] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15802] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15803] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15805] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15806] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15806] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15807] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.15808] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.15809] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.15810] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.15811] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.15812] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15831] added dtor for object 040DE4D8, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.16173] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.16178] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.16648] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.16652] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16702] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16704] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16705] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16707] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16708] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16710] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16712] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16712] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.16714] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.16715] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.16716] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.16717] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.16718] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16737] added dtor for object 040E2828, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.17635] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.17639] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.17892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.17895] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17956] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17958] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17960] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17961] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17962] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17963] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17964] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17965] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.17966] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.17968] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.17969] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.17970] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.17971] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17992] added dtor for object 040E6B78, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.18705] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.18709] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.19266] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.19270] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19331] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19333] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19334] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19335] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19336] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19340] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19341] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19342] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.19344] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.19345] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.19346] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.19347] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.19348] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19371] added dtor for object 040D5BF8, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.20073] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.20078] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.20848] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.20852] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20906] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20908] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20909] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20910] Fake format
